c_SigleDuCours,c_TitreDuCours,c_TypeDuCours,c_NuméroDuProgramme,c_ProfilDeFormationDuprogramme,c_DépartementResponsable
"LIN 4003","Overview of English Language Varieties and Cultures","Cours avec examen",4424,"Pratiques rédactionnelles","Lettres et langues"
"TRA 4011","Iniciación a la traducción profesional: francés-español","Cours avec examen",4424,"Pratiques rédactionnelles","Lettres et langues"
"COM 5000","Communication organisationnelle","Cours avec examen",4424,"Pratiques rédactionnelles","Lettres et langues"
"RPL 2003","Introduction aux relations publiques","Cours avec examen",4424,"Pratiques rédactionnelles","Lettres et langues"
"RPL 2004","Le plan de communication","Cours avec examen",4424,"Pratiques rédactionnelles","Lettres et langues"
"COM 3000","Droits et enjeux de la communication","Cours avec examen",4424,"Pratiques rédactionnelles","Lettres et langues"
"FRA 3005","Rédaction fondamentale","Cours avec examen",6378,"Culture et expressions écrites","Lettres et langues"
"HIS 2002","Histoire culturelle du comique au Québec","Cours avec examen",6378,"Culture et expressions écrites","Lettres et langues"
"COM 2000","Histoire des communications","Cours avec examen",6378,"Culture et expressions écrites","Lettres et langues"
"COM 3000","Droits et enjeux de la communication","Cours avec examen",6378,"Culture et expressions écrites","Lettres et langues"
"HIS 1060","Introduction à l'histoire du Québec","Cours avec examen",6378,"Culture et expressions écrites","Lettres et langues"
"LIN 1001","Langue et société","Cours avec examen",6378,"Culture et expressions écrites","Lettres et langues"
"PHI 2011","Épistémologie des sciences et des techniques","Cours avec examen",6378,"Culture et expressions écrites","Lettres et langues"
"POL 3000","Québec : état et société","Cours avec examen",6378,"Culture et expressions écrites","Lettres et langues"
"SHS 2100","Société et sociétés","Cours avec examen",6378,"Culture et expressions écrites","Lettres et langues"
"LIN 1001","Langue et société","Cours avec examen",6632,"Langue et linguistique","Lettres et langues"
"LIN 3010","Développement du langage","Cours avec examen",6632,"Langue et linguistique","Lettres et langues"
"ESP 4001","La lectura y la redacción en español","Cours avec examen",6632,"Langue et linguistique","Lettres et langues"
"ANG 3001","Listening and Speaking","Cours avec examen",6632,"Langue et linguistique","Lettres et langues"
"ANG 4017","International Business English","Cours avec examen",6632,"Langue et linguistique","Lettres et langues"
"LIN 4033","Terminologie fondamentale","Cours avec examen",6632,"Langue et linguistique","Lettres et langues"
"TRA 4011","Iniciación a la traducción profesional: francés-español","Cours avec examen",6632,"Langue et linguistique","Lettres et langues"
"TRA 4040","Traduction de l'espagnol au français: aspects culturels et linguistiques","Cours avec examen",6632,"Langue et linguistique","Lettres et langues"
"FRA 3005","Rédaction fondamentale","Cours avec examen",6632,"Langue et linguistique","Lettres et langues"
"PHI 1010","L'organisation de la pensée","Cours avec examen",4372,"Études pluridisciplinaires",Pluridisciplinaire
"COM 2000","Histoire des communications","Cours avec examen",7695,Arts,Pluridisciplinaire
"ENV 1101","Introduction à la gestion des ressources naturelles","Cours avec examen",7695,Arts,Pluridisciplinaire
"PHI 2011","Épistémologie des sciences et des techniques","Cours avec examen",7695,Arts,Pluridisciplinaire
"PSY 3010","Psychologie du travail et des organisations","Cours avec examen",7695,Arts,Pluridisciplinaire
"SHS 2100","Société et sociétés","Cours avec examen",7695,Arts,Pluridisciplinaire
"SOC 1014","Méthodologie de la recherche sociale 2","Cours avec examen",7695,Arts,Pluridisciplinaire
"SCI 1018","Statistiques avec R","Cours avec examen",4401,"Science et technologie",Sciences
"SCI 1031","Visualisation et analyse de données spatiales avec R","Cours avec examen",4401,"Science et technologie",Sciences
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",4401,"Science et technologie",Sciences
"HIS 1075","Histoire des sciences au Québec","Cours avec examen",4401,"Science et technologie",Sciences
"ENV 1101","Introduction à la gestion des ressources naturelles","Cours avec examen",4401,"Science et technologie",Sciences
"ENV 2010","Gestion des ressources: faune et habitat","Cours avec examen",4401,"Science et technologie",Sciences
"ENV 3111","Gestion environnementale des ressources forestières","Cours avec examen",4401,"Science et technologie",Sciences
"ENV 3114","Agroforesterie et développement durable","Cours avec examen",4401,"Science et technologie",Sciences
"GEO 1001","Introduction à la géographie physique","Cours avec examen",4401,"Science et technologie",Sciences
"ENV 3013",Écotoxicologie,"Cours avec examen",4401,"Science et technologie",Sciences
"ENV 4014","Technologies d'assainissement et prévention de la pollution","Cours avec examen",4401,"Science et technologie",Sciences
"ENV 4016","Améganement du territoire et environnement","Cours avec examen",4401,"Science et technologie",Sciences
"INF 1250","Introduction aux bases de données","Cours avec examen",4401,"Science et technologie",Sciences
"INF 1425","Algorithmique et structures de données","Cours avec examen",4401,"Science et technologie",Sciences
"SCI 1016","Introduction à la science des données","Cours avec examen",4401,"Science et technologie",Sciences
"INF 1220","Introduction à la programmation","Cours avec examen",4401,"Science et technologie",Sciences
"INF 2005","Programmation orientée objet avec C++","Cours avec examen",4401,"Science et technologie",Sciences
"INF 1165","Réseaux et sécurité informatique","Cours avec examen",4401,"Science et technologie",Sciences
"INF 6400","Gestion de connaissances et informatique","Cours avec examen",4401,"Science et technologie",Sciences
"INF 6450","Gestion de l'information avec XML","Cours avec examen",4401,"Science et technologie",Sciences
"COM 3030","La communication interculturelle: une introduction","Cours avec examen",675,"Études internationales et interculturelles","Sciences humaines et sociales"
"ADM 3012","Gestion de la diversité culturelle","Cours avec examen",675,"Études internationales et interculturelles","Sciences humaines et sociales"
"ECO 2015","Économie internationale","Cours avec examen",675,"Études internationales et interculturelles","Sciences humaines et sociales"
"INT 1010","Introduction au développement international","Cours avec examen",675,"Études internationales et interculturelles","Sciences humaines et sociales"
"INT 2020","Théories internationales et mondialisation","Cours avec examen",675,"Études internationales et interculturelles","Sciences humaines et sociales"
"POL 4000","Politique étrangère des États-Unis","Cours avec examen",675,"Études internationales et interculturelles","Sciences humaines et sociales"
"ANG 4017","International Business English","Cours avec examen",675,"Études internationales et interculturelles","Sciences humaines et sociales"
"TRA 4040","Traduction de l'espagnol au français: aspects culturels et linguistiques","Cours avec examen",675,"Études internationales et interculturelles","Sciences humaines et sociales"
"PSY 1015","Intrduction à la psichométrie","Cours avec examen",259,"Introduction à la psychologie","Sciences humaines et sociales"
"PSY 1110","Intrduction à l'histoire de la psychologie","Cours avec examen",259,"Introduction à la psychologie","Sciences humaines et sociales"
"PSY 1200","Développement de l'enfant","Cours avec examen",259,"Introduction à la psychologie","Sciences humaines et sociales"
"PSY 3005","Psychologie sociale","Cours avec examen",259,"Introduction à la psychologie","Sciences humaines et sociales"
"STA 1001","Méthodes quantitatives en sciences humaines","Cours avec examen",259,"Introduction à la psychologie","Sciences humaines et sociales"
"ECO 2011","Économie du Québec","Cours avec examen",683,"Études québécoises","Sciences humaines et sociales"
"HIS 1060","Introduction à l'histoire du Québec","Cours avec examen",683,"Études québécoises","Sciences humaines et sociales"
"HIS 2002","Histoire culturelle du comique au Québec","Cours avec examen",683,"Études québécoises","Sciences humaines et sociales"
"POL 3000","Québec : état et société","Cours avec examen",683,"Études québécoises","Sciences humaines et sociales"
"PSY 1200","Développement de l'enfant","Cours avec examen",228,"Psychologie du développement","Sciences humaines et sociales"
"PSY 1210","Psychologie d l'adolescence","Cours avec examen",228,"Psychologie du développement","Sciences humaines et sociales"
"PSY 3005","Psychologie sociale","Cours avec examen",199,"Psychologie sociale","Sciences humaines et sociales"
"PSY 3010","Psychologie du travail et des organisations","Cours avec examen",199,"Psychologie sociale","Sciences humaines et sociales"
"INT 1010","Introduction au développement international","Cours avec examen",4076,"Études internationales","Sciences humaines et sociales"
"ADM 3007","Initiatives de développement local et d'économie sociale","Cours avec examen",4076,"Études internationales","Sciences humaines et sociales"
"ECO 2021","Économie responsable","Cours avec examen",4076,"Études internationales","Sciences humaines et sociales"
"INT 2010","Migrations internationales","Cours avec examen",4076,"Études internationales","Sciences humaines et sociales"
"INT 2030","Coopération internationale, gouvernance et développement démocratique","Cours avec examen",4076,"Études internationales","Sciences humaines et sociales"
"ADM 3012","Gestion de la diversité culturelle","Cours avec examen",4076,"Études internationales","Sciences humaines et sociales"
"ADM 4015","Modèles internationaux de gestion des ressources humaines","Cours avec examen",4076,"Études internationales","Sciences humaines et sociales"
"COM 3030","La communication interculturelle: une introduction","Cours avec examen",4076,"Études internationales","Sciences humaines et sociales"
"ECO 2015","Économie internationale","Cours avec examen",4076,"Études internationales","Sciences humaines et sociales"
"COM 3000","Droits et enjeux de la communication","Cours avec examen",4076,"Études internationales","Sciences humaines et sociales"
"INT 2020","Théories internationales et mondialisation","Cours avec examen",4076,"Études internationales","Sciences humaines et sociales"
"POL 4000","Politique étrangère des États-Unis","Cours avec examen",4076,"Études internationales","Sciences humaines et sociales"
"POL 4600","Dynamiques de pouvoirs au Moyen-Orient","Cours avec examen",4076,"Études internationales","Sciences humaines et sociales"
"ECO 2011","Économie du Québec","Cours avec examen",5683,"Études québécoises","Sciences humaines et sociales"
"HIS 1060","Introduction à l'histoire du Québec","Cours avec examen",5683,"Études québécoises","Sciences humaines et sociales"
"HIS 1071","La société québécoise de la crise à l'après-guerre (1920-1960)","Cours avec examen",5683,"Études québécoises","Sciences humaines et sociales"
"HIS 1072","La société québécoise de la Révolution tranquile (1960-1980)","Cours avec examen",5683,"Études québécoises","Sciences humaines et sociales"
"HIS 4000","Nouvelle France : origines d'un peuple","Cours avec examen",5683,"Études québécoises","Sciences humaines et sociales"
"POL 3000","Québec : état et société","Cours avec examen",5683,"Études québécoises","Sciences humaines et sociales"
"HIS 1075","Histoire des sciences au Québec","Cours avec examen",5683,"Études québécoises","Sciences humaines et sociales"
"HIS 2002","Histoire culturelle du comique au Québec","Cours avec examen",5683,"Études québécoises","Sciences humaines et sociales"
"PSY 1013","Méthodes de recherche en psychologie","Cours avec examen",4350,Psychologie,"Sciences humaines et sociales"
"PSY 1110","Intrduction à l'histoire de la psychologie","Cours avec examen",4350,Psychologie,"Sciences humaines et sociales"
"PSY 1200","Développement de l'enfant","Cours avec examen",4350,Psychologie,"Sciences humaines et sociales"
"PSY 1210","Psychologie d l'adolescence","Cours avec examen",4350,Psychologie,"Sciences humaines et sociales"
"PSY 3005","Psychologie sociale","Cours avec examen",4350,Psychologie,"Sciences humaines et sociales"
"PSY 3007","Psychologie en contexte de diversité culturelle","Cours avec examen",4350,Psychologie,"Sciences humaines et sociales"
"PSY 3010","Psychologie du travail et des organisations","Cours avec examen",4350,Psychologie,"Sciences humaines et sociales"
"PSY 1015","Intrduction à la psichométrie","Cours avec examen",4350,Psychologie,"Sciences humaines et sociales"
"STA 1001","Méthodes quantitatives en sciences humaines","Cours avec examen",4350,Psychologie,"Sciences humaines et sociales"
"SHS 2100","Société et sociétés","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"COM 1021","Techniques d'animation et d'intervention","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"PHI 2011","Épistémologie des sciences et des techniques","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"PHI 3009","Introduction à la logique et aux probabilités","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"STA 1001","Méthodes quantitatives en sciences humaines","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"ADM 1404","Travail et société","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"ADM 3007","Initiatives de développement local et d'économie sociale","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"ECO 2011","Économie du Québec","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"ECO 2400","Analyse macroéconomique","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"ECO 3003","Économie du travail","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"PSY 3010","Psychologie du travail et des organisations","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"RIN 2013","Conciliation emploi-famille et temps de travail","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"COM 2000","Histoire des communications","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"HIS 1060","Introduction à l'histoire du Québec","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"HIS 1071","La société québécoise de la crise à l'après-guerre (1920-1960)","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"HIS 1072","La société québécoise de la Révolution tranquile (1960-1980)","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"HIS 1075","Histoire des sciences au Québec","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"HIS 4000","Nouvelle France : origines d'un peuple","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"POL 3000","Québec : état et société","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"POL 4000","Politique étrangère des États-Unis","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"POL 4600","Dynamiques de pouvoirs au Moyen-Orient","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"COM 3000","Droits et enjeux de la communication","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"COM 3030","La communication interculturelle: une introduction","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"HIS 2002","Histoire culturelle du comique au Québec","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"LIN 1001","Langue et société","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"PSY 3005","Psychologie sociale","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"SOC 4002","Sociétés industrielle et postindustrielle","Cours avec examen",4373,"Sciences sociales","Sciences humaines et sociales"
"SAM 4110","Développement affectif de l'enfant de 0 à 12 ans et prévention en santé mentale","Cours avec examen",3578,"Santé mentale","Sciences humaines et sociales"
