Sigle du cours,Titre du cours,Description du cours,Type de cours,Nombre de crédits,Charge hebdomadaire,Cycle d'études,Cours préalable,Département responsable, Profil de formation du programme ,Numéro du programme
EUT 4150,Technologies de l'information et des communications et réseaux de distribution en tourisme,Les principes et les pratiques des technologies de l'information et de communication utilisés dans les réseaux de distribution en tourisme.,Cours avec examen,6,12 heures par semaine,Premier cycle,MKG 3315,Administration,Gestion du tourisme,4734
EUT 5045,Stratégies des entreprises touristiques et hôtelières,"Développer une compréhension intégrée des dimensions économiques et organisationnelles de la stratégie d'entreprise dans l'industrie du tourisme, de l'hôtellerie et de la restauration. ",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Gestion du tourisme,4734
EUT 5106,Environnements politiques et administratifs du tourisme,"Développer une compréhension intégrée des dimensions économiques et organisationnelles de la stratégie d'entreprise dans l'industrie du tourisme, de l'hôtellerie et de la restauration. ",Cours avec examen,3,9 heures par semaine,Premier cycle,EUT 1023 ou EUT 1123,Administration,Gestion du tourisme,4734
EUT 5109,Tourisme urbain,Étudier certaines dimensions de la ville et mettre en évidence leur importance pour le tourisme. Analyser le tourisme urbain au niveau international comme secteur de pointe de l'industrie touristique.,Cours avec examen,4,10 heures par semaine,Premier cycle,Aucun,Administration,Gestion du tourisme,4734
EUT 5120,Tourisme de nature et d'aventures,Connaître les grandes influences qui façonnent le rapport entre l'humain et le milieu naturel. Acquérir une connaissance approfondie des moyens d'intervention.,Information manquante,5,11 heures par semaine,Premier cycle,Aucun,Administration,Gestion du tourisme,4734
MKG 3315,Marketing de tourisme et hôtellerie,Les connaissances de base du marketing et être en mesure de les appliquer au contexte spécifique de l'industrie du tourisme et de l'hôtellerie.,Cours sans examen,7,13 heures par semaine,Premier cycle,Aucun,Administration,Gestion du tourisme,4734
ADM 2115,Réaliser un projet d'affaires,S'initier au processus de création d'entreprise. Se familiariser avec les caractéristiques et les principaux éléments du métier d'entrepreneur.,Cours avec examen,4,10 heures par semaine,Premier cycle,Aucun,Administration,Gestion du tourisme,4734
ADM 2115A,Simulation SIM-Plan d'affaires,Se familiariser par la pratique avec les bases de la conception et la rédaction d'un projet d'affaires.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Gestion du tourisme,4734
DRT 1060,Droit des affaires,Introduction au droit québécois et canadien. Formation et effets du contrat. Responsabilité civile extracontractuelle.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Gestion du tourisme,4734
SCO 1205,Initiation à la comptabilité financière,Les connaissances de base en comptabilité financière en ce qui a trait à la préparation et à la présentation des états financiers. Les compétences nécessaires à la réalisation du cycle comptable,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Gestion du tourisme,4734
ADM 1002,Initiation à la gestion,Un cours d'initiation au domaine de la gestion.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Gestion du travail de bureau,4386
ADM 1013,Comportement organisationnel,Le gestionnaire et le comportement organisationnel.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Gestion du travail de bureau,4386
ADM 1015,Gestion des ressources humaines,Connaissances théoriques de la gestion des ressources humaines et à sa pratique dans un environnement en constant changement.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Gestion du travail de bureau,4386
ADM 2006,Les systèmes d'information de gestion,"Les organisations, la gestion et l'entreprise en réseau. L'infrastructure de la technologie de l'information.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Gestion du travail de bureau,4386
ADM 1404,Travail et société,"Le contexte et les outils théoriques. Le concept de travail comme construction sociale récente. Le travail, l'industrialisation et la modernité. ",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Gestion du travail de bureau,4386
COM 5000,Communication organisationnelle,"S'initier au rôle fondamental de la communication dans les organisations et aux propriétés organisantes de la communication, en survolant les théories, enjeux, pratiques et méthodes de la communication organisationnelle.",Cours avec examen,9,15 heures par semaine,Premier cycle,Aucun,Administration,Gestion du travail de bureau,4386
DRT 1080,Droit du travail au Québec,Définir les concepts clés du droit du travail au Québec. Distinguer les régimes québécois et canadien de droit du travail et les organisations assujetties à l'un et à l'autre.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Gestion du travail de bureau,4386
ECO 3003,Économie du travail, Connaissances de base sur les marchés du travail canadien et québécois. Développer des capacités d'analyse des indicateurs relatifs à l'emploi et se familiariser avec les principales théories en économie du travail.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Gestion du travail de bureau,4386
FIN 1020,Administration financière 1,Les principes fondamentaux de la finance. Maîtriser les principales notions des mathématiques financières. Connaître les critères de choix des investissements. Évaluer un projet d'investissement en tenant compte de ses impacts fiscaux.,Cours avec examen,3,9 heures par semaine,Premier cycle,SCO 1205,Administration,Gestion du travail de bureau,4386
FRA 3006,Rédaction administrative,Acquérir les compétences spécifiques de la communication écrite en milieu organisationnel.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Gestion du travail de bureau,4386
RIN 1016,Gestion de la rémunération,"Connaître et différencier les composantes de la rémunération globale, leurs liens et leurs limites. Utiliser le langage technique associé à la rémunération.",Cours avec examen,4,10 heures par semaine,Premier cycle,Aucun,Administration,Gestion du travail de bureau,4386
RIN 2013,Conciliation emploi-famille et temps de travail,"La problématique de l'organisation et de l'aménagement du temps de travail et des autres temps sociaux en fonction de la conciliation de l'emploi et de la famille, ou de la vie personnelle et professionnelle.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Gestion du travail de bureau,4386
RIN 4120,"Innovation, organisation du travail et gestion des ressources humaines","Connaissances de base relatives à l'approche de l'évolution technologique et organisationnelle à partir des points de vue de l'économie, de la sociologie, du management et de la gestion des ressources humaines.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Gestion du travail de bureau,4386
SCO 1205,Initiation à la comptabilité financière,Les connaissances de base en comptabilité financière en ce qui a trait à la préparation et à la présentation des états financiers. Les compétences nécessaires à la réalisation du cycle comptable,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Gestion du travail de bureau,4386
ADM 1002,Initiation à la gestion,Un cours d'initiation au domaine de la gestion.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Management,4084
ADM 1012,Le management du changement,Analyser le changement organisationnel du point de vue du management. Analyser le changement organisationnel du point de vue du management.,Cours avec examen,3,9 heures par semaine,Premier cycle,ADM 1002 ou ADM 1101 ou ADM 1105,Administration,Management,4084
ADM 1013,Comportement organisationnel,Le gestionnaire et le comportement organisationnel.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Management,4084
ADM 1400,Théories de l'organisation,"décoder des situations organisationnelles concrètes. Série de métaphores de l'organisation, les exploiter pour décoder des situations organisationnelles.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Management,4084
ADM 1402,Entreprise et société,"Le capitalisme : évolution de la société capitaliste et de la diversité des formes de capitalisme à l'échelle internationale. Analyse sociologique de l'entreprise : acteurs, buts, ressources, enjeux, régulations et identités. ",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Management,4084
ADM 3011,Éthique et responsabilité sociale des entreprises,Connaissances théoriques et appliquées sur l'éthique et la responsabilité sociale de l'entreprise (RSE).,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Management,4084
ADM 1018,Leadership,Se familiariser avec les théories des penseurs classiques du leadership ainsi qu'avec les mouvements émergents dans le domaine.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Administration,Management,4084
