c_SigleDuCours,c_TitreDuCours,c_TypeDuCours,c_NombreDeCrédits,c_NuméroDuProgramme,c_ProfilDeFormationDuprogramme
"SCO 1065","Fiscalité 2","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"SCO 2205","Présentation et analyse des états financiers","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"SCO 3202","Comptabilité intermédiaire 1","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"SCO 3212","Comptabilité intermédiaire 2","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ADM 1700","Principes de l'assurance de personnes","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ADM 7012","Retraite et planification successorale","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ADM 7014","Approfondissement de la planification successorale","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ADM 7015","Stratégies de sollicitation en planification financière personnelle","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ADM 7030","Activité d'intégration en planification financière","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"DRT 1910","Aspects juridiques pour planificateurs financiers","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"FIN 1932","Fonds d'inverstissement et produits finenciers","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"SCO 1064","Fiscalité 2 pour planificateurs financiers","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ADM 2010","Gestion de la formation et développement des ressources humaines","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ADM 4015","Modèles internationaux de gestion des ressources humaines","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ADM 4020","Gestion du rendement","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"RIN 1008","Introduction aux relations insdustrielles","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"RIN 1011",Dotation,"Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"RIN 1012","Droit et pratique des conventions collectives","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"RIN 1013","Problèmes de santé au travail","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"RIN 1015","Gestion du dossier de santé et de sécurité au travail","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"RIN 1016","Gestion de la rémunération","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"RIN 1017","Les défis de l'intervention préventiveen santé et sécurité au travail","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"RIN 1022","Négociation collective contemporaine","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"RIN 2013","Conciliation emploi-famille et temps de travail","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"RIN 2015","Politiques et pratiques de gestion de la main-d'œuvre vieillissante","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"RIN 4120","Innovation, organisation du travail et gestion des ressources humaines","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"INF 1160","Les réseaux d'entreprise","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"INF 1220","Introduction à la programmation","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"INF 1250","Introduction aux bases de données","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"INF 6400","Gestion de connaissances et informatique","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"MQT 2420","Récherche opérationnelle","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ADM 3007","Initiatives de développement local et d'économie sociale","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ECO 2011","Économie du Québec","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ECO 2015","Économie internationale","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ECO 2021","Économie responsable","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ECO 3003","Économie du travail","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ECO 3004","Formation et compétitivité économique","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ECO 3005","Développement économique et emploi","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ENV 3026","Économie et gestion du développement durable","Cours sans examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ADM 2014","Devenir entrepreneur","Cours sans examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ADM 2115","Réaliser un projet d'affaires","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ADM 2115A","Simulation SIM-Plan d'affaires","Cours sans examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ADM 2124","Entrepreneuriat social et entreprise collective","A définir prochainement",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ADM 9001","Bâtir une entreprise: des connaissances et des méthodes","Cours sans examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ADM 9003","Gestion de la TPE/PME","Cours sans examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ADM 9003A","Gestion TPE/PME: simulation","Cours sans examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ADM 2021","Marketing international","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"INT 1010","Introduction au développement international","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"INT 2010","Migrations internationales","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"INT 2020","Théories internationales et mondialisation","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"INT 2030","Coopération internationale, gouvernance et développement démocratique","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"POL 1010","Introductioon aux relations internationales","Cours sans examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"COM 1013","Communication et structures organisationnelles","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"COM 3030","La communication interculturelle: une introduction","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"COM 5000","Communication organisationnelle","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"COM 5002","Culture organisationnelle","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"COM 5003","Organisation, pouvoir et communication","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"COM 5004","Techniques et dynamique de la fonction "conseil"""","Cours sans examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"COM 5022","Communication électronique, et dynamique organisationnelle","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"RPL 2003","Introduction aux relations publiques","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"RPL 2004","Le plan de communication","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"DRT 1062","Gouvernance de l'entreprise et responsabilités juridiques des administrateurs","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"DRT 1080","Droit du travail au Québec","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"EUT 4138","Gestion des événements et congrès","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"EUT 5109","Tourisme urbain","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"EUT 5120","Tourisme de nature et d'aventures","Information manquante",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ENP 7303","Management des organisations publiques - ENAP","Information manquante",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ENP 7333","Conception et mise en œuvre des politiques publiques - ENAP","Information manquante",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ENP 7505","Principes et enjeux de l'administration publique - ENAP","Information manquante",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ENP 7350","Méthodes de recherche et d'intervention - ENAP","Information manquante",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ENP 77332","Gestiond par résultats - ENAP","Information manquante",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ADM 4010","Stratégie d'entreprise","Cours avec examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
"ADM 4051","Intervention en management","Cours sans examen",3,7364,"Administration (cheminement général bilingue - français/anglais)"
